"","LN.5years.","Code","Values"
"50282","2002","X600636","-3.063876477"
"50283","2003","X600636","-3.23621068"
"50284","2004","X600636","-3.537354389"
"50285","2005","X600636","-3.957763646"
"50286","2006","X600636","-3.717948938"
"50287","2007","X600636","-3.145060755"
"50288","2008","X600636","-2.912050779"
"50289","2009","X600636","-2.554121615"
"50290","2010","X600636","-2.889726036"
"50291","2011","X600636","-3.244240271"
"50292","2012","X600636","-1.765536176"
"50293","2013","X600636","-1.786938472"
"50294","2014","X600636","-1.825244012"
"50295","2015","X600636","-1.793905014"
"50296","1995","X600637",NA
"50297","1996","X600637",NA
"50298","1997","X600637",NA
"50299","1998","X600637",NA
"50300","1999","X600637",NA
"50301","2000","X600637","-3.64254919"
"50302","2001","X600637","-3.422699349"
"50303","2002","X600637","-3.806820952"
"50304","2003","X600637","-4.471467195"
"50305","2004","X600637","-4.551084768"
"50306","2005","X600637","-4.357281953"
"50307","2006","X600637","-3.852940911"
"50308","2007","X600637","-3.507949226"
"50309","2008","X600637","-3.532236563"
"50310","2009","X600637","-2.059217607"
"50311","2010","X600637","-2.084772079"
"50312","2011","X600637","-2.059359999"
"50313","2012","X600637","-1.658927997"
"50314","2013","X600637","-1.471499273"
"50315","2014","X600637","-1.980202409"
"50316","2015","X600637","-2.247781506"
"50317","1995","X600638",NA
"50318","1996","X600638",NA
"50319","1997","X600638",NA
"50320","1998","X600638",NA
"50321","1999","X600638",NA
"50322","2000","X600638","-3.493742914"
"50323","2001","X600638","-3.3957802"
"50324","2002","X600638","-3.097858655"
"50325","2003","X600638","-3.378353121"
"50326","2004","X600638","-3.847570822"
"50327","2005","X600638","-3.72255206"
"50328","2006","X600638","-3.714553243"
"50329","2007","X600638","-4.020536843"
"50330","2008","X600638","-3.69204996"
"50331","2009","X600638","-3.676441893"
"50332","2010","X600638","-3.679170055"
"50333","2011","X600638","-3.700355621"
"50334","2012","X600638","-3.988838263"
"50335","2013","X600638","-5.264740945"
"50336","2014","X600638","-4.871658586"
"50337","2015","X600638","-4.53259522"
"50338","1995","X600639",NA
"50339","1996","X600639",NA
"50340","1997","X600639",NA
"50341","1998","X600639",NA
"50342","1999","X600639",NA
"50343","2000","X600639","-4.475128892"
"50344","2001","X600639","-4.518126835"
"50345","2002","X600639","-4.700837706"
"50346","2003","X600639","-4.602441448"
"50347","2004","X600639","-4.303792829"
"50348","2005","X600639","-4.667417949"
"50349","2006","X600639","-4.943917805"
"50350","2007","X600639","-4.88858312"
"50351","2008","X600639","-5.083675487"
"50352","2009","X600639","-5.028183805"
"50353","2010","X600639","-4.415197847"
"50354","2011","X600639","-4.219814972"
"50355","2012","X600639","-4.186789641"
"50356","2013","X600639","-4.255172575"
"50357","2014","X600639","-4.195825358"
"50358","2015","X600639","-4.157185005"
"50359","1995","X600640",NA
"50360","1996","X600640",NA
"50361","1997","X600640",NA
"50362","1998","X600640",NA
"50363","1999","X600640",NA
"50364","2000","X600640","-2.816068828"
"50365","2001","X600640","-2.654671491"
"50366","2002","X600640","-2.85919746"
"50367","2003","X600640","-3.23359656"
"50368","2004","X600640","-3.140654067"
"50369","2005","X600640","-2.866967266"
"50370","2006","X600640","-3.016840401"
"50371","2007","X600640","-3.138356378"
"50372","2008","X600640","-2.407742797"
"50373","2009","X600640","-2.024184982"
"50374","2010","X600640","-2.035266406"
"50375","2011","X600640","-2.023212725"
"50376","2012","X600640","-2.016412087"
"50377","2013","X600640","-2.200694426"
"50378","2014","X600640","-2.911089658"
"50379","2015","X600640","-2.910746969"
"50380","1995","X600641",NA
"50381","1996","X600641",NA
"50382","1997","X600641",NA
"50383","1998","X600641",NA
"50384","1999","X600641",NA
"50385","2000","X600641","-1.581066069"
"50386","2001","X600641","-1.650266563"
"50387","2002","X600641","-1.844604124"
"50388","2003","X600641","-1.822313039"
"50389","2004","X600641","-2.418365064"
"50390","2005","X600641","-2.679116271"
"50391","2006","X600641","-3.083642727"
"50392","2007","X600641","-3.795535371"
"50393","2008","X600641","-2.881879741"
"50394","2009","X600641","-2.713935165"
"50395","2010","X600641","-2.778034195"
"50396","2011","X600641","-3.029356572"
"50397","2012","X600641","-2.934069569"
"50398","2013","X600641","-2.855574855"
"50399","2014","X600641","-3.077206377"
"50400","2015","X600641","-3.58986669"
"50401","1995","X600642",NA
"50402","1996","X600642",NA
"50403","1997","X600642",NA
"50404","1998","X600642",NA
"50405","1999","X600642",NA
"50406","2000","X600642","-3.882435205"
"50407","2001","X600642","-3.789672685"
"50408","2002","X600642","-4.153946563"
"50409","2003","X600642","-4.148892577"
"50410","2004","X600642","-4.122366357"
"50411","2005","X600642","-4.780518332"
"50412","2006","X600642","-4.55954785"
"50413","2007","X600642","-4.187253793"
"50414","2008","X600642","-4.442818642"
"50415","2009","X600642","-3.304712853"
"50416","2010","X600642","-3.290786035"
"50417","2011","X600642","-3.311056602"
"50418","2012","X600642","-3.565332652"
"50419","2013","X600642","-4.034752156"
"50420","2014","X600642","-4.188861465"
"50421","2015","X600642","-4.227437262"
"50422","1995","X600643",NA
"50423","1996","X600643",NA
"50424","1997","X600643",NA
"50425","1998","X600643",NA
"50426","1999","X600643",NA
"50427","2000","X600643","-3.272308048"
"50428","2001","X600643","-3.213423159"
"50429","2002","X600643","-3.423365447"
"50430","2003","X600643","-3.404205325"
"50431","2004","X600643","-2.715722953"
"50432","2005","X600643","-2.769975353"
"50433","2006","X600643","-1.810172742"
"50434","2007","X600643","-1.800051827"
"50435","2008","X600643","-1.680067918"
"50436","2009","X600643","-1.683468359"
"50437","2010","X600643","-1.678837348"
"50438","2011","X600643","-3.146182842"
"50439","2012","X600643","-3.148326659"
"50440","2013","X600643","-3.236463847"
"50441","2014","X600643","-3.344227381"
"50442","2015","X600643","-3.730547622"
"50443","1995","X600644",NA
"50444","1996","X600644",NA
"50445","1997","X600644",NA
"50446","1998","X600644",NA
"50447","1999","X600644",NA
"50448","2000","X600644","-4.622343923"
"50449","2001","X600644","-4.590142493"
"50450","2002","X600644","-4.09138761"
"50451","2003","X600644","-3.776683258"
"50452","2004","X600644","-3.931992027"
"50453","2005","X600644","-3.957369211"
"50454","2006","X600644","-3.851036279"
"50455","2007","X600644","-3.630793156"
"50456","2008","X600644","-3.918812964"
"50457","2009","X600644","-4.496927421"
"50458","2010","X600644","-4.034641286"
"50459","2011","X600644","-3.859467691"
"50460","2012","X600644","-3.854057212"
"50461","2013","X600644","-3.799127711"
"50462","2014","X600644","-2.260864869"
"50463","2015","X600644","-0.868402821"
"50464","1995","X600645",NA
"50465","1996","X600645",NA
"50466","1997","X600645",NA
"50467","1998","X600645",NA
"50468","1999","X600645",NA
"50469","2000","X600645","-3.760670943"
"50470","2001","X600645","-3.570393216"
"50471","2002","X600645","-3.422613793"
"50472","2003","X600645","-2.670740619"
"50473","2004","X600645","-2.704724807"
"50474","2005","X600645","-2.425401388"
"50475","2006","X600645","-2.642870315"
"50476","2007","X600645","-2.676121107"
"50477","2008","X600645","-2.388335702"
"50478","2009","X600645","-2.324533662"
"50479","2010","X600645","-2.514391859"
"50480","2011","X600645","-3.069669743"
"50481","2012","X600645","-2.735342818"
"50482","2013","X600645","-2.650240192"
"50483","2014","X600645","-2.508534776"
"50484","2015","X600645","-2.457065267"
"50485","1995","X600646",""
"50486","1996","X600646",""
"50487","1997","X600646",""
"50488","1998","X600646",""
"50489","1999","X600646",""
"50490","2000","X600646","-2.404920242"
"50491","2001","X600646","-2.517291671"
"50492","2002","X600646","-1.956376791"
"50493","2003","X600646","0.965276272"
"50494","2004","X600646","1.067344752"
"50495","2005","X600646","1.201361711"
"50496","2006","X600646","1.384227433"
"50497","2007","X600646","#DIV/0!"
"50498","2008","X600646","#DIV/0!"
"50499","2009","X600646","#DIV/0!"
"50500","2010","X600646","#DIV/0!"
"50501","2011","X600646","#DIV/0!"
"50502","2012","X600646","#DIV/0!"
"50503","2013","X600646","#DIV/0!"
"50504","2014","X600646","#DIV/0!"
"50505","2015","X600646","#DIV/0!"
"50506","1995","X600647",NA
"50507","1996","X600647",NA
"50508","1997","X600647",NA
"50509","1998","X600647",NA
"50510","1999","X600647",NA
"50511","2000","X600647","-1.86762384"
"50512","2001","X600647","-1.890819334"
"50513","2002","X600647","-1.682665618"
"50514","2003","X600647","-1.800612682"
"50515","2004","X600647","-1.853903386"
"50516","2005","X600647","-0.975618031"
"50517","2006","X600647","-0.982824412"
"50518","2007","X600647","-1.16802709"
"50519","2008","X600647","-1.155027035"
"50520","2009","X600647","-1.135841306"
"50521","2010","X600647","-1.75146177"
"50522","2011","X600647","-1.791055746"
"50523","2012","X600647","-1.859372328"
"50524","2013","X600647","-2.009899146"
"50525","2014","X600647","-2.248767706"
"50526","2015","X600647","-2.447870298"
"50527","1995","X600648",NA
"50528","1996","X600648",NA
"50529","1997","X600648",NA
"50530","1998","X600648",NA
"50531","1999","X600648",NA
"50532","2000","X600648","-3.874793278"
"50533","2001","X600648","-3.693985021"
"50534","2002","X600648","-3.549058362"
"50535","2003","X600648","-3.106200914"
"50536","2004","X600648","-3.469898934"
"50537","2005","X600648","-3.381818586"
"50538","2006","X600648","-3.255967965"
"50539","2007","X600648","-3.231571689"
"50540","2008","X600648","-3.5562823"
"50541","2009","X600648","-3.408437193"
"50542","2010","X600648","-3.318565483"
"50543","2011","X600648","-3.712335099"
"50544","2012","X600648","-3.889804818"
"50545","2013","X600648","-4.510477934"
"50546","2014","X600648","-4.546244919"
"50547","2015","X600648","-4.532565126"
"50548","1995","X600649",NA
"50549","1996","X600649",NA
"50550","1997","X600649",NA
"50551","1998","X600649",NA
"50552","1999","X600649",NA
"50553","2000","X600649","-4.325568824"
"50554","2001","X600649","-4.174017678"
"50555","2002","X600649","-4.345937433"
"50556","2003","X600649","-4.386761027"
"50557","2004","X600649","-4.467431432"
"50558","2005","X600649","-5.379182753"
"50559","2006","X600649","-5.4959315"
"50560","2007","X600649","-4.883950787"
"50561","2008","X600649","-5.028835035"
"50562","2009","X600649","-4.930145222"
"50563","2010","X600649","-3.868694631"
"50564","2011","X600649","-3.611641714"
"50565","2012","X600649","-3.66185616"
"50566","2013","X600649","-3.855224404"
"50567","2014","X600649","-4.776499505"
"50568","2015","X600649","-4.823043687"
"50569","1995","X600650",NA
"50570","1996","X600650",NA
"50571","1997","X600650",NA
"50572","1998","X600650",NA
"50573","1999","X600650",NA
"50574","2000","X600650","-3.936464412"
"50575","2001","X600650","-3.979562117"
"50576","2002","X600650","-4.347053014"
"50577","2003","X600650","-4.99679863"
"50578","2004","X600650","-4.915095738"
"50579","2005","X600650","-2.950424498"
"50580","2006","X600650","-2.677932272"
"50581","2007","X600650","-2.739384527"
"50582","2008","X600650","-2.807775289"
"50583","2009","X600650","-3.609969269"
"50584","2010","X600650","-3.724105477"
"50585","2011","X600650","-3.735044871"
"50586","2012","X600650","-3.718225369"
"50587","2013","X600650","-3.355408563"
"50588","2014","X600650","-3.716080388"
"50589","2015","X600650","-3.788173573"
"50590","1995","X600651",NA
"50591","1996","X600651",NA
"50592","1997","X600651",NA
"50593","1998","X600651",NA
"50594","1999","X600651",NA
"50595","2000","X600651","-4.062073133"
"50596","2001","X600651","-3.025415674"
"50597","2002","X600651","-2.954354776"
"50598","2003","X600651","-2.821822001"
"50599","2004","X600651","-2.742799491"
"50600","2005","X600651","-2.656518516"
"50601","2006","X600651","-2.95306265"
"50602","2007","X600651","-5.066948838"
"50603","2008","X600651","-4.287453805"
"50604","2009","X600651","-4.187319595"
"50605","2010","X600651","-4.194006072"
"50606","2011","X600651","-4.402329364"
"50607","2012","X600651","-4.373683567"
"50608","2013","X600651","-4.287259439"
"50609","2014","X600651","-3.625136579"
"50610","2015","X600651","-3.451960852"
"50611","1995","X600652",NA
"50612","1996","X600652",NA
"50613","1997","X600652",NA
"50614","1998","X600652",NA
"50615","1999","X600652",NA
"50616","2000","X600652","-3.860688912"
"50617","2001","X600652","-3.938089924"
"50618","2002","X600652","-3.667498449"
"50619","2003","X600652","-3.730257084"
"50620","2004","X600652","-3.333861028"
"50621","2005","X600652","-3.227555513"
"50622","2006","X600652","-3.233382539"
"50623","2007","X600652","-3.49388427"
"50624","2008","X600652","-3.28990424"
"50625","2009","X600652","-3.431574664"
"50626","2010","X600652","-3.561440905"
"50627","2011","X600652","-3.896498444"
"50628","2012","X600652","-4.152340132"
"50629","2013","X600652","-3.905330967"
"50630","2014","X600652","-3.676146008"
"50631","2015","X600652","-3.076434283"
"50632","1995","X600653",NA
"50633","1996","X600653",NA
"50634","1997","X600653",NA
"50635","1998","X600653",NA
"50636","1999","X600653",NA
"50637","2000","X600653","-3.197677822"
"50638","2001","X600653","-3.275528778"
"50639","2002","X600653","-3.261903395"
"50640","2003","X600653","-2.779994422"
"50641","2004","X600653","-2.599710975"
"50642","2005","X600653","-2.811100802"
"50643","2006","X600653","-2.745521768"
"50644","2007","X600653","-2.967472458"
"50645","2008","X600653","-2.825116401"
"50646","2009","X600653","-2.795078345"
"50647","2010","X600653","-2.74303749"
"50648","2011","X600653","-4.271367902"
"50649","2012","X600653","-4.583496462"
"50650","2013","X600653","-4.324562442"
"50651","2014","X600653","-4.335569395"
"50652","2015","X600653","-3.711749349"
"50653","1995","X600654",NA
"50654","1996","X600654",NA
"50655","1997","X600654",NA
"50656","1998","X600654",NA
"50657","1999","X600654",NA
"50658","2000","X600654","-4.110452164"
"50659","2001","X600654","-4.093286917"
"50660","2002","X600654","-3.987916568"
"50661","2003","X600654","-3.480591532"
"50662","2004","X600654","-3.397208361"
"50663","2005","X600654","-3.582918387"
"50664","2006","X600654","-4.153979274"
"50665","2007","X600654","-4.918769234"
"50666","2008","X600654","-2.822373749"
"50667","2009","X600654","-2.790727408"
"50668","2010","X600654","-2.775199515"
"50669","2011","X600654","-2.604625434"
"50670","2012","X600654","-2.55156826"
"50671","2013","X600654","-3.716276952"
"50672","2014","X600654","-3.914821745"
"50673","2015","X600654","-4.537381059"
"50674","1995","X600655",NA
"50675","1996","X600655",NA
"50676","1997","X600655",NA
"50677","1998","X600655",NA
"50678","1999","X600655",NA
"50679","2000","X600655","-4.376364235"
"50680","2001","X600655","-4.196203911"
"50681","2002","X600655","-4.088409103"
"50682","2003","X600655","-4.462820449"
"50683","2004","X600655","-4.901039762"
"50684","2005","X600655","-4.823972003"
"50685","2006","X600655","-4.852964174"
"50686","2007","X600655","-4.147498976"
"50687","2008","X600655","-2.92226429"
"50688","2009","X600655","-2.994173344"
"50689","2010","X600655","-3.098993785"
"50690","2011","X600655","-3.214359014"
"50691","2012","X600655","-3.284063769"
"50692","2013","X600655","-3.688178723"
"50693","2014","X600655","-4.087071883"
"50694","2015","X600655","-4.446058449"
"50695","1995","X600656",NA
"50696","1996","X600656",NA
"50697","1997","X600656",NA
"50698","1998","X600656",NA
"50699","1999","X600656",NA
"50700","2000","X600656","-2.616843734"
"50701","2001","X600656","-2.640967826"
"50702","2002","X600656","-4.021604459"
"50703","2003","X600656","-4.131834434"
"50704","2004","X600656","-2.73135235"
"50705","2005","X600656","-2.831459894"
"50706","2006","X600656","-2.435648356"
"50707","2007","X600656","-2.066658082"
"50708","2008","X600656","-1.964138681"
"50709","2009","X600656","-2.159751672"
"50710","2010","X600656","0.254147634"
"50711","2011","X600656","0.253562007"
"50712","2012","X600656","0.255666413"
"50713","2013","X600656","0.269101723"
"50714","2014","X600656","0.25839307"
"50715","2015","X600656","-1.087178845"
"50716","1995","X600657",NA
"50717","1996","X600657",NA
"50718","1997","X600657",NA
"50719","1998","X600657",NA
"50720","1999","X600657",NA
"50721","2000","X600657","-3.953806901"
"50722","2001","X600657","-3.35383817"
"50723","2002","X600657","-3.068735946"
"50724","2003","X600657","-2.954406743"
"50725","2004","X600657","-3.021513962"
"50726","2005","X600657","-2.842062276"
"50727","2006","X600657","-2.46077129"
"50728","2007","X600657","-2.49591194"
"50729","2008","X600657","-2.584522684"
"50730","2009","X600657","-2.410708769"
"50731","2010","X600657","-2.233352492"
"50732","2011","X600657","-2.728908416"
"50733","2012","X600657","-2.72160035"
"50734","2013","X600657","-3.742984619"
"50735","2014","X600657","-3.626544214"
"50736","2015","X600657","-4.330379095"
"50737","1995","X600658",NA
"50738","1996","X600658",NA
"50739","1997","X600658",NA
"50740","1998","X600658",NA
"50741","1999","X600658",NA
"50742","2000","X600658","-2.470939614"
"50743","2001","X600658","-2.511528411"
"50744","2002","X600658","-2.047776516"
"50745","2003","X600658","-2.058294189"
"50746","2004","X600658","-1.948618839"
"50747","2005","X600658","-2.115641493"
"50748","2006","X600658","-2.10517157"
"50749","2007","X600658","-2.514605955"
"50750","2008","X600658","-2.630169566"
"50751","2009","X600658","-2.417830698"
"50752","2010","X600658","-1.878115667"
"50753","2011","X600658","-1.64654341"
"50754","2012","X600658","-1.726452347"
"50755","2013","X600658","-1.699998414"
"50756","2014","X600658","-3.04061585"
"50757","2015","X600658","-3.030457462"
"50758","1995","X600659",""
"50759","1996","X600659",""
"50760","1997","X600659",""
"50761","1998","X600659",""
"50762","1999","X600659",""
"50763","2000","X600659","-3.750165496"
"50764","2001","X600659","-3.755016551"
"50765","2002","X600659","-3.75345002"
"50766","2003","X600659","-4.047077832"
"50767","2004","X600659","-2.609789156"
"50768","2005","X600659","-2.653017505"
"50769","2006","X600659","-2.554887422"
"50770","2007","X600659","-2.490184911"
"50771","2008","X600659","-2.360981235"
"50772","2009","X600659","#DIV/0!"
"50773","2010","X600659","#DIV/0!"
"50774","2011","X600659","#DIV/0!"
"50775","2012","X600659","#DIV/0!"
"50776","2013","X600659","#DIV/0!"
"50777","2014","X600659","#DIV/0!"
"50778","2015","X600659","#DIV/0!"
"50779","1995","X600660",NA
"50780","1996","X600660",NA
"50781","1997","X600660",NA
"50782","1998","X600660",NA
"50783","1999","X600660",NA
"50784","2000","X600660","-3.196400964"
"50785","2001","X600660","-2.877420626"
"50786","2002","X600660","-2.830246381"
"50787","2003","X600660","-2.878084652"
"50788","2004","X600660","-4.065230271"
"50789","2005","X600660","-4.342430951"
"50790","2006","X600660","-3.981471229"
"50791","2007","X600660","-4.033551144"
"50792","2008","X600660","-4.038195027"
"50793","2009","X600660","-3.568367768"
"50794","2010","X600660","-2.987876223"
"50795","2011","X600660","-2.752710937"
"50796","2012","X600660","-2.759925258"
"50797","2013","X600660","-2.782544887"
"50798","2014","X600660","-4.008491014"
"50799","2015","X600660","-4.009189481"
"50800","1995","X600661",NA
"50801","1996","X600661",NA
"50802","1997","X600661",NA
"50803","1998","X600661",NA
"50804","1999","X600661",NA
"50805","2000","X600661","-2.985961252"
"50806","2001","X600661","-2.763274159"
"50807","2002","X600661","-3.474150408"
"50808","2003","X600661","-3.584331611"
"50809","2004","X600661","-3.541167424"
"50810","2005","X600661","-3.349823549"
"50811","2006","X600661","-3.885972571"
"50812","2007","X600661","-4.625625068"
"50813","2008","X600661","-5.116747145"
"50814","2009","X600661","-3.57281866"
"50815","2010","X600661","-3.580076955"
"50816","2011","X600661","-3.612675523"
"50817","2012","X600661","-3.644686418"
"50818","2013","X600661","-3.413412709"
"50819","2014","X600661","-3.409350828"
"50820","2015","X600661","-3.194619707"
"50821","1995","X600662",NA
"50822","1996","X600662",NA
"50823","1997","X600662",NA
"50824","1998","X600662",NA
"50825","1999","X600662",NA
"50826","2000","X600662","-3.386467291"
"50827","2001","X600662","-3.241001467"
"50828","2002","X600662","-3.27002524"
"50829","2003","X600662","-4.374851452"
"50830","2004","X600662","-5.137686887"
"50831","2005","X600662","-5.045616179"
"50832","2006","X600662","-4.265140441"
"50833","2007","X600662","-4.11463879"
"50834","2008","X600662","-3.578479319"
"50835","2009","X600662","-3.474241556"
"50836","2010","X600662","-3.474707064"
"50837","2011","X600662","-3.499508478"
"50838","2012","X600662","-3.389685357"
"50839","2013","X600662","-4.323681228"
"50840","2014","X600662","-4.05274224"
"50841","2015","X600662","-4.270499483"
"50842","1995","X600663",NA
"50843","1996","X600663",NA
"50844","1997","X600663",NA
"50845","1998","X600663",NA
"50846","1999","X600663",NA
"50847","2000","X600663","-2.881192424"
"50848","2001","X600663","-3.000003775"
"50849","2002","X600663","-3.525893063"
"50850","2003","X600663","-3.305507642"
"50851","2004","X600663","-2.919538148"
"50852","2005","X600663","-3.128074017"
"50853","2006","X600663","-3.121689455"
"50854","2007","X600663","-3.542027871"
"50855","2008","X600663","-3.413569172"
"50856","2009","X600663","-3.221420786"
"50857","2010","X600663","-3.214640709"
"50858","2011","X600663","-3.095859737"
"50859","2012","X600663","-3.564347898"
"50860","2013","X600663","-3.470272711"
"50861","2014","X600663","-3.445460161"
"50862","2015","X600663","-4.941809112"
"50863","1995","X600664",NA
"50864","1996","X600664",NA
"50865","1997","X600664",NA
"50866","1998","X600664",NA
"50867","1999","X600664",NA
"50868","2000","X600664","-5.381554762"
"50869","2001","X600664","-4.275167368"
"50870","2002","X600664","-4.004687116"
"50871","2003","X600664","-3.991078302"
"50872","2004","X600664","-4.389594456"
"50873","2005","X600664","-4.289729199"
"50874","2006","X600664","-4.210582506"
"50875","2007","X600664","-4.201464591"
"50876","2008","X600664","-4.199316486"
"50877","2009","X600664","-3.729089719"
"50878","2010","X600664","-3.762561945"
"50879","2011","X600664","-3.630895376"
"50880","2012","X600664","-3.448250939"
"50881","2013","X600664","-3.326656246"
"50882","2014","X600664","-2.956652753"
"50883","2015","X600664","-3.020181927"
"50884","1995","X600665",NA
"50885","1996","X600665",NA
"50886","1997","X600665",NA
"50887","1998","X600665",NA
"50888","1999","X600665",NA
"50889","2000","X600665","-3.355610735"
"50890","2001","X600665","-3.222604468"
"50891","2002","X600665","-3.478013991"
"50892","2003","X600665","-4.408328135"
"50893","2004","X600665","-4.179235508"
"50894","2005","X600665","-4.17281633"
"50895","2006","X600665","-4.312883911"
"50896","2007","X600665","-4.137651783"
"50897","2008","X600665","-4.239249267"
"50898","2009","X600665","-4.402832684"
"50899","2010","X600665","-4.076428402"
"50900","2011","X600665","-4.067293336"
"50901","2012","X600665","-4.40847728"
"50902","2013","X600665","-4.956002742"
"50903","2014","X600665","-4.932777539"
"50904","2015","X600665","-5.19037227"
"50905","1995","X600666",NA
"50906","1996","X600666",NA
"50907","1997","X600666",NA
"50908","1998","X600666",NA
"50909","1999","X600666",NA
"50910","2000","X600666","-4.506903398"
"50911","2001","X600666","-4.484304835"
"50912","2002","X600666","-4.587080318"
"50913","2003","X600666","-5.030898955"
"50914","2004","X600666","-4.601331051"
"50915","2005","X600666","-3.790386805"
"50916","2006","X600666","-3.59915679"
"50917","2007","X600666","-3.75585941"
"50918","2008","X600666","-4.005560262"
"50919","2009","X600666","-3.865737131"
"50920","2010","X600666","-3.791051858"
"50921","2011","X600666","-3.955998181"
"50922","2012","X600666","-4.492949615"
"50923","2013","X600666","-4.340796211"
"50924","2014","X600666","-4.266643132"
"50925","2015","X600666","-4.610266404"
"50926","1995","X600667",NA
"50927","1996","X600667",NA
"50928","1997","X600667",NA
"50929","1998","X600667",NA
"50930","1999","X600667",NA
"50931","2000","X600667","-4.002166753"
"50932","2001","X600667","-3.751789372"
"50933","2002","X600667","-3.905617609"
"50934","2003","X600667","-3.707618307"
"50935","2004","X600667","-4.24172439"
"50936","2005","X600667","-3.694809871"
"50937","2006","X600667","-3.552491923"
"50938","2007","X600667","-3.486392498"
"50939","2008","X600667","-3.657444978"
"50940","2009","X600667","-4.289917944"
"50941","2010","X600667","-4.150561679"
"50942","2011","X600667","-4.085917639"
"50943","2012","X600667","-4.089966746"
"50944","2013","X600667","-4.416344164"
"50945","2014","X600667","-4.463035035"
"50946","2015","X600667","-4.687524467"
"50947","1995","X600668",NA
"50948","1996","X600668",NA
"50949","1997","X600668",NA
"50950","1998","X600668",NA
"50951","1999","X600668",NA
"50952","2000","X600668","-3.594934123"
"50953","2001","X600668","-4.17288489"
"50954","2002","X600668","-4.547522752"
"50955","2003","X600668","-4.626570134"
"50956","2004","X600668","-4.794299033"
"50957","2005","X600668","-4.313264536"
"50958","2006","X600668","-4.036297795"
"50959","2007","X600668","-3.603873715"
"50960","2008","X600668","-3.570306372"
"50961","2009","X600668","-3.696240845"
"50962","2010","X600668","-3.390875727"
"50963","2011","X600668","-2.931085456"
"50964","2012","X600668","-2.642856811"
"50965","2013","X600668","-2.947303432"
"50966","2014","X600668","-3.248186655"
"50967","2015","X600668","-3.594411677"
"50968","1995","X600669",""
"50969","1996","X600669",""
"50970","1997","X600669",""
"50971","1998","X600669",""
"50972","1999","X600669",""
"50973","2000","X600669","-2.825013165"
"50974","2001","X600669","-2.893868672"
"50975","2002","X600669","-2.354730737"
"50976","2003","X600669","-1.824225045"
"50977","2004","X600669","-1.337817047"
"50978","2005","X600669","-1.336248219"
"50979","2006","X600669","-1.42229623"
"50980","2007","X600669","-1.472565669"
"50981","2008","X600669","#DIV/0!"
"50982","2009","X600669","#DIV/0!"
"50983","2010","X600669","#DIV/0!"
"50984","2011","X600669","#DIV/0!"
"50985","2012","X600669","#DIV/0!"
"50986","2013","X600669","#DIV/0!"
"50987","2014","X600669","#DIV/0!"
"50988","2015","X600669","#DIV/0!"
"50989","1995","X600670",""
"50990","1996","X600670",""
"50991","1997","X600670",""
"50992","1998","X600670",""
"50993","1999","X600670",""
"50994","2000","X600670","-1.630591259"
"50995","2001","X600670","-1.574837348"
"50996","2002","X600670","-1.533150681"
"50997","2003","X600670","-1.83576941"
"50998","2004","X600670","-0.644709602"
"50999","2005","X600670","-0.568946574"
"51000","2006","X600670","-0.551994752"
"51001","2007","X600670","-0.269286622"
"51002","2008","X600670","#DIV/0!"
"51003","2009","X600670","#DIV/0!"
"51004","2010","X600670","#DIV/0!"
"51005","2011","X600670","#DIV/0!"
"51006","2012","X600670","#DIV/0!"
"51007","2013","X600670","#DIV/0!"
"51008","2014","X600670","#DIV/0!"
"51009","2015","X600670","#DIV/0!"
"51010","1995","X600671",NA
"51011","1996","X600671",NA
"51012","1997","X600671",NA
"51013","1998","X600671",NA
"51014","1999","X600671",NA
"51015","2000","X600671","-3.76071139"
"51016","2001","X600671","-3.31265885"
"51017","2002","X600671","-3.362131329"
"51018","2003","X600671","-3.455867291"
"51019","2004","X600671","-3.450519577"
"51020","2005","X600671","-3.68755987"
"51021","2006","X600671","-3.683497311"
"51022","2007","X600671","-3.721777685"
"51023","2008","X600671","-3.344549675"
"51024","2009","X600671","-3.627396319"
"51025","2010","X600671","-2.025169616"
"51026","2011","X600671","-2.055434651"
"51027","2012","X600671","-1.946521536"
"51028","2013","X600671","-1.748988745"
"51029","2014","X600671","-1.739592624"
"51030","2015","X600671","-1.87249429"
"51031","1995","X600672",""
"51032","1996","X600672",""
"51033","1997","X600672",""
"51034","1998","X600672",""
"51035","1999","X600672",""
"51036","2000","X600672","-1.901974813"
"51037","2001","X600672","-1.997548651"
"51038","2002","X600672","-2.131860482"
"51039","2003","X600672","-1.402941122"
"51040","2004","X600672","-0.83998411"
"51041","2005","X600672","-0.017182682"
"51042","2006","X600672","0.027702308"
"51043","2007","X600672","0.011229038"
"51044","2008","X600672","0.063407465"
"51045","2009","X600672","#DIV/0!"
"51046","2010","X600672","#DIV/0!"
"51047","2011","X600672","#DIV/0!"
"51048","2012","X600672","#DIV/0!"
"51049","2013","X600672","#DIV/0!"
"51050","2014","X600672","#DIV/0!"
"51051","2015","X600672","#DIV/0!"
"51052","1995","X600673",NA
"51053","1996","X600673",NA
"51054","1997","X600673",NA
"51055","1998","X600673",NA
"51056","1999","X600673",NA
"51057","2000","X600673","-3.193252377"
"51058","2001","X600673","-3.313420504"
"51059","2002","X600673","-3.283866258"
"51060","2003","X600673","-3.248100222"
"51061","2004","X600673","-3.903007844"
"51062","2005","X600673","-3.351395197"
"51063","2006","X600673","-3.330821615"
"51064","2007","X600673","-3.516317581"
"51065","2008","X600673","-3.52829467"
