"","latitude","longitude","country","area","colour"
"36012",53.3282,-2.20602,"United Kingdom","Wilmslow","blue"
"36014",51.51736,-0.09895,"United Kingdom","London","black"
"36016",51.51789,-0.14347,"United Kingdom","London","green"
"36029",48.8708,2.32806,"France","Paris","white"
"36038",51.473,-0.05417,"United Kingdom","London","blue"
"36039",50.9993,-0.09789,"United Kingdom","Haywards Heath","blue"
"36040",51.5239,-0.16964,"United Kingdom","London","green"
"36041",51.5019,-0.17126,"United Kingdom","London","green"
"36042",51.5173,-0.15649,"United Kingdom","London","green"
"36043",51.5106,-0.1899,"United Kingdom","London","green"
"36044",51.4914,-0.14273,"United Kingdom","London","green"
"36045",51.5123,-0.116,"United Kingdom","London","green"
"36046",51.4961,-0.12836,"United Kingdom","London","green"
"36047",51.5201,-0.14671,"United Kingdom","London","green"
"36048",51.5194,-0.13891,"United Kingdom","London","green"
"36050",51.5232,-0.17065,"United Kingdom","London","green"
"36051",51.52228,-0.15779,"United Kingdom","London","green"
"36052",51.5113,-0.14516,"United Kingdom","London","green"
"36053",51.5104,-0.12383,"United Kingdom","London","green"
"36054",51.5111,-0.12368,"United Kingdom","London","green"
"36055",51.5094,-0.15172,"United Kingdom","London","green"
"36057",51.5112,-0.12892,"United Kingdom","London","green"
"36059",51.5119,-0.12796,"United Kingdom","London","blue"
"36060",51.5178,-0.14643,"United Kingdom","London","green"
"36061",51.50837,-0.14606,"United Kingdom","London","green"
"36062",51.5341,-0.18629,"United Kingdom","London","green"
"36063",51.5112,-0.15601,"United Kingdom","London","green"
"36064",51.501,-0.12574,"United Kingdom","London","green"
"36065",51.5333,-0.17042,"United Kingdom","London","green"
"36066",51.4962,-0.12838,"United Kingdom","London","green"
"36067",51.513,-0.15819,"United Kingdom","London","green"
"36068",51.5197,-0.15468,"United Kingdom","London","green"
"36069",51.521,-0.14956,"United Kingdom","London","green"
"36070",51.5167,-0.15127,"United Kingdom","London","green"
"36071",51.5084,-0.15347,"United Kingdom","London","green"
"36072",51.5176,-0.18852,"United Kingdom","London","green"
"36073",51.524,-0.17979,"United Kingdom","London","green"
"36074",51.5312,-0.18211,"United Kingdom","London","green"
"36075",51.5202,-0.16071,"United Kingdom","London","green"
"36076",51.5276,-0.1923,"United Kingdom","London","green"
"36077",51.5096,-0.1384,"United Kingdom","London","green"
"36078",51.5206,-0.14936,"United Kingdom","London","green"
"36079",51.51727,-0.14326,"United Kingdom","London","green"
"36080",51.5209,-0.18349,"United Kingdom","London","green"
"36082",51.5323,-0.17762,"United Kingdom","London","green"
"36083",51.5119,-0.1309,"United Kingdom","London","green"
"36084",51.5119,-0.13073,"United Kingdom","London","green"
"36085",51.4986,-0.13499,"United Kingdom","London","green"
"36086",51.4597,-2.62194,"United Kingdom","Bristol","green"
"36088",51.4546,-2.62522,"United Kingdom","Bristol","green"
"36089",51.45343,-2.6158,"United Kingdom","Bristol",""
"36090",51.4527,-2.62011,"United Kingdom","Bristol",""
"36091",51.4592,-2.62165,"United Kingdom","Bristol",""
"36092",51.4557,-2.61692,"United Kingdom","Bristol","green"
"36093",51.4514,-2.62199,"United Kingdom","Bristol",""
"36095",51.4528,-2.61725,"United Kingdom","Bristol","blue"
"36096",51.5478,-0.53132,"United Kingdom","Iver Heath","blue"
"36101",51.5003,-0.1898,"United Kingdom","London","green"
"36102",51.5018,-0.1888,"United Kingdom","London","blue"
"36105",51.5555,-0.17953,"United Kingdom","London","brown"
"36109",51.5549,-0.17238,"United Kingdom","London","blue"
"36111",51.5144,-0.1223,"United Kingdom","London","green"
"36113",51.5925,-1.12726,"United Kingdom","Wallingford","blue"
"36114",51.7633,-1.2567,"United Kingdom","Oxford","blue"
"36116",51.7646,-1.2565,"United Kingdom","Oxford","blue"
"36117",51.7291,-1.2325,"United Kingdom","Oxford","blue"
"36118",51.7722,-1.2658,"United Kingdom","Oxford","blue"
"36119",51.7668,-1.2575,"United Kingdom","Oxford","blue"
"36128",51.4719,-0.53542,"United Kingdom","Windsor","blue"
"36129",51.3893,-0.63176,"United Kingdom","Windsor","blue"
"36139",50.8257,-0.139,"United Kingdom","Brighton","bronze"
"36140",51.5102,-0.132,"United Kingdom","London","blue"
"36141",51.5087,-0.131,"United Kingdom","London","green"
"36147",51.4851,-0.17048,"United Kingdom","London","blue"
"36148",51.4919,-0.17373,"United Kingdom","London","blue"
"36165",51.4514,-2.62384,"United Kingdom","Bristol","green"
"36166",51.4582,-2.62158,"United Kingdom","Bristol","green"
"36167",51.4538,-2.61752,"United Kingdom","Bristol","green"
"36168",51.4575,-2.622,"United Kingdom","Bristol","green"
"36169",51.4686,-2.61655,"United Kingdom","Bristol","green"
"36171",51.4605,-2.62695,"United Kingdom","Bristol","green"
"36172",51.45855,-2.60063,"United Kingdom","Bristol","green"
"36173",51.455,-2.6064,"United Kingdom","Bristol","green"
"36174",51.4551,-2.62093,"United Kingdom","Bristol","green"
"36175",51.4539,-2.61872,"United Kingdom","Bristol","green"
"36176",51.4555,-2.62419,"United Kingdom","Bristol","green"
"36177",51.456,-2.61611,"United Kingdom","Bristol","green"
"36190",51.4376,-2.00343,"United Kingdom","Calne","blue"
"36204",51.5235,-0.14509,"United Kingdom","London","black"
"36208",51.52041,-0.1589,"United Kingdom","London","green"
"36217",53.473,-2.041,"United Kingdom","Stalybridge","blue"
"36224",53.44584,-10.0216,"Ireland","Ballinaboy","grey"
"36225",47.5702,-52.682,"Canada","St John's, NL","black"
"36226",55.2064,-6.2405,"United Kingdom","Ballycastle","black"
"36227",41.90466,-69.98479,"United States","Cape Cod, MA","brass"
"36237",51.5144,-0.12972,"United Kingdom","London","blue"
"36247",52.4732,-1.91773,"United Kingdom","Birmingham","blue"
"36248",52.5661,-1.82334,"United Kingdom","Sutton Coldfield","blue"
"36253",51.50732,-0.29554,"United Kingdom","London","green"
"36254",51.5065,-0.27412,"United Kingdom","London","green"
"36260",52.48156,-1.88652,"United Kingdom","Birmingham","red"
"36262",53.7566,-2.7086,"United Kingdom","Preston","blue"
"36264",51.4786,-0.02293,"United Kingdom","London","black"
"36265",52.46673,-1.9098,"United Kingdom","Birmingham","blue"
"36269",51.5229,-0.16177,"United Kingdom","London","blue"
"36271",51.5387,-0.15075,"United Kingdom","London","blue"
"36272",51.52476,-0.12516,"United Kingdom","London","blue"
"36273",51.52472,-0.12514,"United Kingdom","London","blue"
"36274",51.52595,-0.12572,"United Kingdom","London","blue"
"36278",50.4007,-3.49832,"United Kingdom","Brixham","blue"
"36282",51.6188,-0.30652,"United Kingdom","London","brown"
"36285",51.4902,-0.14351,"United Kingdom","London","green"
"36322",53.0761,-0.8098,"United Kingdom","Newark-on-Trent","blue"
"36329",51.51302,-0.16353,"United Kingdom","London","green"
"36348",49.487,-2.5354,"Guernsey","Guernsey","blue"
"36379",54.5877,-5.93353,"United Kingdom","Belfast","blue"
"36381",53.546,-2.1452,"United Kingdom","Oldham","blue"
"36402",51.3168,0.88628,"United Kingdom","Faversham","film cell"
"36412",50.8247,-0.15122,"United Kingdom","Brighton","blue"
"36413",50.83049,-0.13811,"United Kingdom","Brighton","blue"
"36414",50.8219,-0.1445,"United Kingdom","Brighton","brass"
"36415",40.74392,-73.91873,"United States","New York, NY","black"
"36426",51.5021,-0.1265,"United Kingdom","London","brown"
"36430",51.59834,-3.32382,"United Kingdom","Pontypridd","blue"
"36434",52.9551,-1.14859,"United Kingdom","Nottingham","film cell"
"36435",52.9561,-1.1483,"United Kingdom","Nottingham","film cell"
"36439",52.9736,-1.12459,"United Kingdom","Nottingham","white"
"36443",51.51995,-0.18484,"United Kingdom","London","green"
"36444",51.5343,-0.17854,"United Kingdom","London","green"
"36448",51.7623,-1.21106,"United Kingdom","Oxford","blue"
"36449",51.75236,-1.26318,"United Kingdom","Oxford","blue"
"36453",50.594,-1.20414,"United Kingdom","Ventnor, Isle of Wight","blue"
"36454",53.8132,-1.57044,"United Kingdom","Leeds","blue"
"36455",54.9939,-7.32444,"United Kingdom","Londonderry","blue"
"36456",51.4288,-0.32248,"United Kingdom","London","blue"
"36466",53.75009,-2.98552,"United Kingdom","Lytham St Annes","blue"
"36467",51.4895,-0.19571,"United Kingdom","London","blue"
"36468",51.617,-0.16764,"United Kingdom","London","blue"
"36469",51.5062,-0.14785,"United Kingdom","London","blue"
"36476",51.5187,-0.15986,"United Kingdom","London","blue"
"36477",41.3843,2.171,"Spain","Barcelona","white"
"36479",51.5251,-0.1253,"United Kingdom","London","blue"
"36481",51.0888,-0.70872,"United Kingdom","Haslemere","blue"
"36482",51.0911,-0.7412,"United Kingdom","Haslemere","blue"
"36483",51.0809,-0.75701,"United Kingdom","Haslemere","blue"
"36489",55.9499,-3.1929,"United Kingdom","Edinburgh","blue"
"36491",53.856,-1.8458,"United Kingdom","Bingley","blue"
"36492",53.6652,-1.61716,"United Kingdom","Dewsbury","blue"
"36496",51.5993,-3.34163,"United Kingdom","Pontypridd","blue"
"36497",51.5197,-0.12954,"United Kingdom","London","grey"
"36499",51.5057,-0.1398,"United Kingdom","London","green"
"36505",51.5083,-0.13715,"United Kingdom","London","green"
"36508",51.5134,-0.13669,"United Kingdom","London","blue"
"36513",51.5127,-0.12716,"United Kingdom","London","film cell"
"36514",53.92063,-1.8218,"United Kingdom","Ilkley","blue"
"36521",52.373,-2.3125,"United Kingdom","Bewdley","blue"
"36523",51.51059,-0.12334,"United Kingdom","London","green"
"36530",51.50494,-0.08887,"United Kingdom","London","blue"
"36550",51.6451,0.05305,"United Kingdom","Loughton","blue"
"36556",52.5365,-1.8077,"United Kingdom","Sutton Coldfield","blue"
"36557",51.5228,-0.0404,"United Kingdom","London","bronze"
"36565",55.0094,-1.4395,"United Kingdom","North Shields","blue"
"36566",53.47494,-2.24119,"United Kingdom","Manchester","blue"
"36567",53.81917,-3.0615,"United Kingdom","Blackpool","blue"
"36572",51.619,-0.1864,"United Kingdom","London","blue"
"36573",51.4997,-0.1807,"United Kingdom","London","blue"
"36574",51.5108,-0.18927,"United Kingdom","London","blue"
"36575",54.9429,-1.59957,"United Kingdom","Newcastle upon Tyne","blue"
"36576",55.87153,-4.29049,"United Kingdom","Glasgow","blue"
"36577",55.8611,-3.26015,"United Kingdom","Flotterstone","blue"
"36588",52.9539,-1.15512,"United Kingdom","Nottingham",""
"36603",51.5268,-0.44255,"United Kingdom","Uxbridge","blue"
"36607",50.4653,-3.51883,"United Kingdom","Torquay","blue"
"36608",51.4666,-0.21557,"United Kingdom","London","blue"
"36609",53.5937,-2.22246,"United Kingdom","Heywood","blue"
"36610",53.61539,-2.15372,"United Kingdom","Rochdale","blue"
"36615",51.4913,-3.21554,"United Kingdom","Cardiff",""
"36621",50.4793,-3.51345,"United Kingdom","Torquay","blue"
"36622",54.26018,-5.61091,"United Kingdom","Ardglass","blue"
"36623",53.6545,-1.48735,"United Kingdom","Wakefield","blue"
"36635",52.2897,-1.53889,"United Kingdom","Leamington Spa","blue"
"36637",52.2928,-1.52782,"United Kingdom","Leamington Spa","blue"
"36664",50.8054,-0.44245,"United Kingdom","Worthing","blue"
"36699",28.0675,-81.79,"United States","Auburndale, FL","blue"
"36707",51.7498,-1.25715,"United Kingdom","Oxford","blue"
"36722",52.1097,-2.07504,"United Kingdom","Pershore","blue"
"36736",52.11429,-2.32941,"United Kingdom","Malvern","blue"
"36740",53.91594,-0.80938,"United Kingdom","Allerthorpe","blue"
"36742",51.2336,1.4037,"United Kingdom","Deal","blue"
"36745",52.75203,0.39501,"United Kingdom","King's Lynn","green"
"36748",52.7586,0.3987,"United Kingdom","King's Lynn","green"
"36757",52.75148,0.39475,"United Kingdom","King's Lynn","green"
"36758",52.75399,0.39351,"United Kingdom","King's Lynn","green"
"36760",52.75163,0.39463,"United Kingdom","King's Lynn","green"
"36767",52.75163,0.39485,"United Kingdom","King's Lynn","green"
"36772",52.75159,0.39872,"United Kingdom","King's Lynn","green"
"36775",51.5216,-0.14554,"United Kingdom","London","blue"
"36776",53.8075,-1.5524,"United Kingdom","Leeds","blue"
"36777",0,-5.93436,"United Kingdom","Belfast","blue"
"36778",50.8414,0.47742,"United Kingdom","Hastings","blue"
"36779",53.79138,-1.7616,"United Kingdom","Bradford","blue"
"36780",55.3888,-1.61358,"United Kingdom","Alnwick","blue"
"36781",51.43126,0.17377,"United Kingdom","Dartford",""
"36793",54.2826,-0.3997,"United Kingdom","Scarborough","blue"
"36798",54.2814,-0.40197,"United Kingdom","Scarborough","blue"
"36806",54.279,-0.40161,"United Kingdom","Scarborough","blue"
"36807",57.4773,-4.22603,"United Kingdom","Inverness","blue"
"36808",53.5511,-1.47893,"United Kingdom","Barnsley","blue"
"36809",53.0438,-2.99026,"United Kingdom","Wrexham",""
"36813",51.4973,-0.1826,"United Kingdom","London","blue"
"36821",51.51332,-0.16036,"United Kingdom","London","grey"
"36823",50.8276,-0.13891,"United Kingdom","Brighton","blue"
"36824",50.87248,-0.00075,"United Kingdom","Lewes","grey"
"36827",50.8103,-0.3654,"United Kingdom","Worthing","blue"
"36828",50.8102,-0.3661,"United Kingdom","Worthing","blue"
"36829",50.8106,-0.3687,"United Kingdom","Worthing","blue"
"36831",50.8129,-0.3738,"United Kingdom","Worthing","blue"
"36842",51.51167,-0.1197,"United Kingdom","London","grey"
"36846",52.45689,-1.97065,"United Kingdom","Birmingham","blue"
"36847",52.47758,-1.95558,"United Kingdom","Birmingham","blue"
"36849",52.46023,-1.91768,"United Kingdom","Birmingham","blue"
"36859",52.48023,-1.91107,"United Kingdom","Birmingham","blue"
"36860",52.52727,-1.82242,"United Kingdom","Birmingham","blue"
"36862",52.4655,-1.9085,"United Kingdom","Birmingham","blue"
"36863",52.4793,-1.96249,"United Kingdom","Birmingham","blue"
"36865",52.47288,-1.90947,"United Kingdom","Birmingham","blue"
"36866",52.47994,-1.8926,"United Kingdom","Birmingham","blue"
"36867",52.4836,-1.90636,"United Kingdom","Birmingham","blue"
"36874",52.45349,-1.9422,"United Kingdom","Birmingham","blue"
"36876",52.46373,-1.91741,"United Kingdom","Birmingham","blue"
"36879",52.46432,-1.86599,"United Kingdom","Birmingham","blue"
"36881",52.48129,-1.90397,"United Kingdom","Birmingham","blue"
"36883",52.45635,-1.91293,"United Kingdom","Birmingham","blue"
"36892",52.4838,-1.89457,"United Kingdom","Birmingham","blue"
"36896",52.40891,-1.92843,"United Kingdom","Birmingham","green"
"36897",52.47929,-1.90897,"United Kingdom","Birmingham","blue"
"36899",52.4578,-1.86365,"United Kingdom","Birmingham","blue"
"36901",52.51261,-1.90181,"United Kingdom","Birmingham","blue"
"36904",52.4796,-1.893,"United Kingdom","Birmingham","blue"
"36911",52.45437,-1.89907,"United Kingdom","Birmingham","blue"
"36918",52.47054,-1.88747,"United Kingdom","Birmingham","blue"
"36920",52.45717,-1.94541,"United Kingdom","Birmingham","blue"
"36921",52.40239,-1.97107,"United Kingdom","Birmingham","blue"
"36922",52.45843,-1.95932,"United Kingdom","Birmingham","blue"
"36923",52.4804,-1.9104,"United Kingdom","Birmingham","blue"
"36926",53.95885,-1.08569,"United Kingdom","York","black"
"36927",51.2823,1.07494,"United Kingdom","Canterbury","black"
"36946",52.63411,-1.1355,"United Kingdom","Leicester",""
"36953",52.6285,-1.12384,"United Kingdom","Leicester","blue"
"36961",52.6276,-1.12104,"United Kingdom","Leicester","blue"
"36963",52.6323,-1.12882,"United Kingdom","Leicester","film cell"
"36970",50.8738,0.0081,"United Kingdom","Lewes","grey"
"36972",51.4553,-2.61737,"United Kingdom","Bristol","blue"
"36981",51.0399,0.5042,"United Kingdom","Hawkhurst","blue"
"36983",51.0499,0.5096,"United Kingdom","Hawkhurst","blue"
"36989",51.047,0.5118,"United Kingdom","Hawkhurst","blue"
"37046",52.48274,-1.90261,"United Kingdom","Birmingham","blue"
"37047",50.7861,-1.09098,"United Kingdom","Portsmouth","blue"
"37048",50.9139,-1.36755,"United Kingdom","Southampton","blue"
"37049",50.7902,-1.07883,"United Kingdom","Portsmouth","blue"
"37050",52.4979,-1.91548,"United Kingdom","Birmingham","blue"
"37051",50.7866,-1.08903,"United Kingdom","Portsmouth","blue"
"37052",52.48449,-1.91089,"United Kingdom","Birmingham","blue"
"37053",53.4768,-3.0359,"United Kingdom","Sefton","blue"
"37054",53.3856,-2.95022,"United Kingdom","Liverpool","blue"
"37055",52.4835,-1.90618,"United Kingdom","Birmingham","blue"
"37056",52.4648,-1.87347,"United Kingdom","Birmingham","blue"
"37057",50.7833,-1.06945,"United Kingdom","Portsmouth","blue"
"37059",50.78805,-1.09472,"United Kingdom","Portsmouth","blue"
"37060",53.4057,-2.96362,"United Kingdom","Liverpool","blue"
"37061",53.38524,-2.92677,"United Kingdom","Liverpool","blue"
"37062",53.3786,-2.88382,"United Kingdom","Liverpool","blue"
"37063",53.3981,-2.96399,"United Kingdom","Liverpool","blue"
"37064",53.4033,-2.96489,"United Kingdom","Liverpool","blue"
"37065",50.9137,-1.40399,"United Kingdom","Southampton","blue"
"37066",50.9139,-1.4006,"United Kingdom","Southampton","blue"
"37067",53.4259,-2.89508,"United Kingdom","Liverpool","blue"
"37068",53.3995,-2.96457,"United Kingdom","Liverpool","blue"
"37069",52.46958,-1.91327,"United Kingdom","Birmingham","blue"
"37070",50.9254,-1.39552,"United Kingdom","Southampton","blue"
"37071",50.78819,-1.08714,"United Kingdom","Portsmouth","blue"
"37072",52.46903,-1.91562,"United Kingdom","Birmingham","blue"
"37073",53.3842,-3.02557,"United Kingdom","Wirral","blue"
"37074",50.9275,-1.39784,"United Kingdom","Southampton","blue"
"37075",53.3932,-3.01694,"United Kingdom","Wirral","blue"
"37076",0,-1.40383,"United Kingdom","Southampton","blue"
"37077",53.5073,-2.93464,"United Kingdom","Liverpool","blue"
"37078",53.3815,-3.0507,"United Kingdom","Wirral","blue"
"37079",50.7917,-1.0812,"United Kingdom","Portsmouth","blue"
"37092",50.72598,-3.53822,"United Kingdom","Exeter","blue"
"37093",51.51478,-0.10862,"United Kingdom","London","brown"
"37096",54.0097,-1.47239,"United Kingdom","Knaresborough","blue"
"37099",53.6879,-1.50519,"United Kingdom","Wakefield","blue"
"37102",51.2496,-0.75935,"United Kingdom","Aldershot","film cell"
"37104",56.6192,-3.86666,"United Kingdom","Aberfeldy","film cell"
"37105",52.2039,0.11823,"United Kingdom","Cambridge","blue"
"37110",52.1988,0.12181,"United Kingdom","Cambridge","blue"
"37113",52.2005,0.11458,"United Kingdom","Cambridge","blue"
"37120",52.2029,0.12663,"United Kingdom","Cambridge","blue"
"37123",51.7457,-2.21581,"United Kingdom","Stroud","blue"
"37132",51.4963,-0.12711,"United Kingdom","London","green"
"37148",50.8741,0.01444,"United Kingdom","Lewes","grey"
"37157",51.5204,-0.15661,"United Kingdom","London","blue"
"37163",51.5229,-0.14164,"United Kingdom","London","blue"
"37175",52.95063,-1.15417,"United Kingdom","Nottingham","bronze"
"37181",53.47752,-2.24486,"United Kingdom","Manchester","gold"
"37197",50.8178,-0.11046,"United Kingdom","Brighton","blue"
"37216",48.4159,2.7219,"France","Avon","blue"
"37219",50.8562,0.59277,"United Kingdom","Hastings","grey"
"37234",50.8575,0.5534,"United Kingdom","Hastings","blue"
"37240",50.8719,0.0068,"United Kingdom","Lewes","brown"
"37241",50.87256,0.00872,"United Kingdom","Lewes","grey"
"37244",51.1308,0.259,"United Kingdom","Tunbridge Wells","claret"
"37250",51.4282,-0.07511,"United Kingdom","London","blue"
"37263",50.7723,0.26668,"United Kingdom","Eastbourne","blue"
"37272",51.5132,-0.13383,"United Kingdom","London","blue"
"37273",52.4342,-1.856,"United Kingdom","Birmingham","blue"
"37274",51.6112,-0.18867,"United Kingdom","London","blue"
"37275",51.5064,-0.20128,"United Kingdom","London","blue"
"37276",50.7238,-1.83283,"United Kingdom","Bournemouth","blue"
"37277",50.7253,-1.86921,"United Kingdom","Bournemouth","stone"
"37278",50.7205,-1.9023,"United Kingdom","Bournemouth","brown"
"37279",50.71744,-1.87887,"United Kingdom","Bournemouth","brown"
"37281",51.4443,0.21697,"United Kingdom","Dartford","blue"
"37284",51.4334,0.2043,"United Kingdom","Dartford","blue"
"37285",51.444,0.2189,"United Kingdom","Dartford","blue"
"37286",54.9829,-1.57869,"United Kingdom","Newcastle upon Tyne","black"
"37287",51.526,-0.1409,"United Kingdom","London","blue"
"37292",51.4656,-0.065,"United Kingdom","London","blue"
"37304",51.5014,-0.09651,"United Kingdom","London","blue"
"37316",51.5071,-0.09529,"United Kingdom","London","blue"
"37319",51.4615,-0.14897,"United Kingdom","London","blue"
"37322",52.486,-1.91589,"United Kingdom","Birmingham","blue"
"37325",51.495,-0.15185,"United Kingdom","London","blue"
"37330",50.8301,-0.1581,"United Kingdom","Hove","film cell"
"37331",50.8265,-0.2871,"United Kingdom","Shoreham-by-sea","film cell"
"37336",54.96719,-1.6049,"United Kingdom","Newcastle upon Tyne","blue"
"37337",51.51073,-0.12298,"United Kingdom","London","green"
"37349",51.5122,-0.1378,"United Kingdom","London","green"
"37352",51.5118,-0.13765,"United Kingdom","London","green"
"37353",51.51386,-0.13506,"United Kingdom","London","green"
"37354",51.5118,-0.13575,"United Kingdom","London","green"
"37362",51.52006,-0.13003,"United Kingdom","London","blue"
"37366",52.4858,-1.9115,"United Kingdom","Birmingham","blue"
"37376",50.8206,-0.1365,"United Kingdom","Brighton","grey"
"37388",50.8149,-0.1093,"United Kingdom","Brighton","bronze"
"37395",50.8192,-0.1273,"United Kingdom","Brighton","film cell"
"37400",50.8211,-0.1382,"United Kingdom","Brighton","white"
"37405",50.8282,-0.1755,"United Kingdom","Hove","film cell"
"37411",50.8273,-0.1629,"United Kingdom","Hove","purple, white and green"
"37412",50.8237,-0.1625,"United Kingdom","Hove","stone"
"37413",50.8216,-0.143,"United Kingdom","Brighton","stone"
"37415",51.7533,-1.26042,"United Kingdom","Oxford","blue"
"37417",51.7713,-1.26052,"United Kingdom","Oxford","blue"
"37419",51.75419,-1.25707,"United Kingdom","Oxford","blue"
"37420",51.7567,-1.18971,"United Kingdom","Oxford","blue"
"37424",51.7675,-1.26141,"United Kingdom","Oxford","blue"
"37425",51.7633,-1.25886,"United Kingdom","Oxford","blue"
"37426",51.7561,-1.26182,"United Kingdom","Oxford","blue"
"37427",51.7722,-1.25993,"United Kingdom","Oxford","blue"
"37429",51.753,-1.20817,"United Kingdom","Oxford","blue"
"37433",51.7853,-1.26512,"United Kingdom","Oxford","blue"
"37434",52.0622,-1.33666,"United Kingdom","Banbury","blue"
"37435",51.758,-1.26948,"United Kingdom","Oxford","blue"
"37437",51.7498,-1.24463,"United Kingdom","Oxford","blue"
"37438",51.7586,-1.26089,"United Kingdom","Oxford","blue"
"37443",51.7464,-1.23907,"United Kingdom","Oxford","blue"
"37444",51.7546,-1.25336,"United Kingdom","Oxford","blue"
"37446",51.7513,-1.2525,"United Kingdom","Oxford","blue"
"37447",51.7703,-1.26231,"United Kingdom","Oxford","blue"
"37448",51.7526,-1.25041,"United Kingdom","Oxford","blue"
"37452",51.7413,-1.22473,"United Kingdom","Oxford","blue"
"37472",51.5179,-0.14303,"United Kingdom","London","green"
"37479",53.47869,-2.25129,"United Kingdom","Manchester","blue"
"37480",53.47869,-2.25133,"United Kingdom","Manchester","blue"
"37515",51.4574,-2.60945,"United Kingdom","Bristol","green"
"37519",51.4557,-2.61983,"United Kingdom","Bristol","green"
"37580",53.8024,-1.5572,"United Kingdom","Leeds","blue"
"37581",53.7989,-1.53382,"United Kingdom","Leeds","blue"
"37583",53.7737,-1.5222,"United Kingdom","Leeds","blue"
"37584",53.8224,-1.50993,"United Kingdom","Leeds","blue"
"37586",53.8015,-1.55654,"United Kingdom","Leeds","blue"
"37589",53.7505,-1.45266,"United Kingdom","Leeds","blue"
"37590",53.80241,-1.55888,"United Kingdom","Leeds","blue"
"37591",53.8173,-1.52388,"United Kingdom","Leeds","blue"
"37594",53.79449,-1.53463,"United Kingdom","Leeds","blue"
"37596",53.7994,-1.55259,"United Kingdom","Leeds","blue"
"37599",53.8415,-1.53337,"United Kingdom","Leeds","blue"
"37600",53.8011,-1.55015,"United Kingdom","Leeds","blue"
"37601",53.7929,-1.53253,"United Kingdom","Leeds","blue"
"37603",53.7947,-1.54238,"United Kingdom","Leeds","blue"
"37605",53.7971,-1.53386,"United Kingdom","Leeds","blue"
"37612",53.8157,-1.52923,"United Kingdom","Leeds","blue"
"37614",53.802,-1.5566,"United Kingdom","Leeds","blue"
"37615",53.8064,-1.55768,"United Kingdom","Leeds","blue"
"37616",53.7983,-1.58594,"United Kingdom","Leeds","blue"
"37617",53.8023,-1.5564,"United Kingdom","Leeds","blue"
"37618",53.7974,-1.54418,"United Kingdom","Leeds","blue"
"37621",53.45086,-2.22161,"United Kingdom","Manchester",""
"37622",53.48069,-2.25152,"United Kingdom","Manchester","red"
"37626",53.47029,-2.22681,"United Kingdom","Manchester","blue"
"37627",53.4956,-2.166,"United Kingdom","Manchester","blue"
"37628",53.48222,-2.22906,"United Kingdom","Manchester","blue"
"37629",53.43688,-2.25548,"United Kingdom","Manchester","red"
"37632",53.45361,-2.24105,"United Kingdom","Manchester",""
"37635",53.48107,-2.24373,"United Kingdom","Manchester","black"
"37636",53.46866,-2.23931,"United Kingdom","Manchester","blue"
"37637",53.47869,-2.25205,"United Kingdom","Manchester","blue"
"37640",53.4809,-2.24865,"United Kingdom","Manchester","red"
"37641",53.48295,-2.18922,"United Kingdom","Manchester","black"
"37642",53.46191,-2.25194,"United Kingdom","Manchester",""
"37643",53.4117,-2.23083,"United Kingdom","Manchester","blue"
"37648",53.418,-2.23786,"United Kingdom","Manchester","blue"
"37652",53.47942,-2.24479,"United Kingdom","Manchester","black"
"37653",53.48384,-2.24109,"United Kingdom","Manchester",""
"37654",53.46365,-2.22113,"United Kingdom","Manchester","blue"
"37655",53.4238,-2.21653,"United Kingdom","Manchester","blue"
"37656",53.46173,-2.23026,"United Kingdom","Manchester","blue"
"37659",53.4957,-2.23844,"United Kingdom","Manchester","black"
"37663",53.4844,-2.24404,"United Kingdom","Manchester",""
"37664",53.48248,-2.24537,"United Kingdom","Manchester","blue"
"37666",53.45807,-2.21651,"United Kingdom","Manchester","blue"
"37667",53.47142,-2.23698,"United Kingdom","Manchester","blue"
"37669",53.40863,-2.22667,"United Kingdom","Manchester","blue"
"37670",53.4957,-2.23817,"United Kingdom","Manchester","blue"
"37671",53.4584,-2.21304,"United Kingdom","Manchester","blue"
"37674",53.4585,-2.21592,"United Kingdom","Manchester","blue"
"37675",53.48633,-2.24302,"United Kingdom","Manchester","black"
"37676",53.4433,-2.28121,"United Kingdom","Manchester","blue"
"37679",53.4255,-2.2367,"United Kingdom","Manchester","blue"
"37680",53.4184,-2.23188,"United Kingdom","Manchester","blue"
"37681",53.48634,-2.24104,"United Kingdom","Manchester","blue"
"37684",53.48508,-2.2438,"United Kingdom","Manchester","blue"
"37687",53.4054,-2.27947,"United Kingdom","Manchester",""
"37689",53.46979,-2.23817,"United Kingdom","Manchester","blue"
"37690",53.4799,-2.24881,"United Kingdom","Manchester",""
"37691",53.48503,-2.24381,"United Kingdom","Manchester","blue"
"37693",53.48035,-2.245,"United Kingdom","Manchester","blue"
"37694",53.48499,-2.24381,"United Kingdom","Manchester","blue"
"37695",53.48495,-2.24381,"United Kingdom","Manchester","blue"
"37696",53.48491,-2.24383,"United Kingdom","Manchester","blue"
"37698",53.48239,-2.23576,"United Kingdom","Manchester","blue"
"37699",53.4324,-2.2249,"United Kingdom","Manchester","blue"
"37702",53.48092,-2.24387,"United Kingdom","Manchester","blue"
"37703",53.46993,-2.23777,"United Kingdom","Manchester","red"
"37704",53.47827,-2.25185,"United Kingdom","Manchester","blue"
"37706",53.48072,-2.25162,"United Kingdom","Manchester","blue"
