"","LN","Code","Values"
"56269","2004","X600982","#DIV/0!"
"56270","2005","X600982","#DIV/0!"
"56271","2006","X600982","-2.184055595"
"56272","2007","X600982","-2.032693437"
"56273","2008","X600982","-2.054056547"
"56274","2009","X600982","-2.196802421"
"56275","2010","X600982","-1.692650448"
"56276","2011","X600982","-2.024096829"
"56277","2012","X600982","-1.853829481"
"56278","2013","X600982","-1.828446429"
"56279","2014","X600982","-1.851914614"
"56280","2015","X600982","-2.686160913"
"56281","1995","X600983",""
"56282","1996","X600983",""
"56283","1997","X600983",""
"56284","1998","X600983",""
"56285","1999","X600983",""
"56286","2000","X600983","#DIV/0!"
"56287","2001","X600983","#DIV/0!"
"56288","2002","X600983","#DIV/0!"
"56289","2003","X600983","#DIV/0!"
"56290","2004","X600983","#DIV/0!"
"56291","2005","X600983","#DIV/0!"
"56292","2006","X600983","-2.324800663"
"56293","2007","X600983","-2.579127119"
"56294","2008","X600983","-2.666442546"
"56295","2009","X600983","-2.765788941"
"56296","2010","X600983","-3.058719438"
"56297","2011","X600983","-2.975852941"
"56298","2012","X600983","-2.965290711"
"56299","2013","X600983","-2.978598255"
"56300","2014","X600983","-2.955219281"
"56301","2015","X600983","-2.431966998"
"56302","1995","X600984",""
"56303","1996","X600984",""
"56304","1997","X600984",""
"56305","1998","X600984",""
"56306","1999","X600984",""
"56307","2000","X600984","#DIV/0!"
"56308","2001","X600984","#DIV/0!"
"56309","2002","X600984","#DIV/0!"
"56310","2003","X600984","#DIV/0!"
"56311","2004","X600984","#DIV/0!"
"56312","2005","X600984","#DIV/0!"
"56313","2006","X600984","-2.756585926"
"56314","2007","X600984","-1.936355947"
"56315","2008","X600984","-1.998129563"
"56316","2009","X600984","-2.132485747"
"56317","2010","X600984","-2.522108997"
"56318","2011","X600984","-2.879841405"
"56319","2012","X600984","-3.088116427"
"56320","2013","X600984","-3.129746633"
"56321","2014","X600984","-2.779403576"
"56322","2015","X600984","-2.768805626"
"56323","1995","X600985",""
"56324","1996","X600985",""
"56325","1997","X600985",""
"56326","1998","X600985",""
"56327","1999","X600985",""
"56328","2000","X600985","#DIV/0!"
"56329","2001","X600985","#DIV/0!"
"56330","2002","X600985","#DIV/0!"
"56331","2003","X600985","#DIV/0!"
"56332","2004","X600985","#DIV/0!"
"56333","2005","X600985","#DIV/0!"
"56334","2006","X600985","-3.227028094"
"56335","2007","X600985","-2.277287199"
"56336","2008","X600985","-2.462841743"
"56337","2009","X600985","-2.605390129"
"56338","2010","X600985","-2.525792835"
"56339","2011","X600985","-2.438454035"
"56340","2012","X600985","-2.404857657"
"56341","2013","X600985","-2.451226806"
"56342","2014","X600985","-2.494367073"
"56343","2015","X600985","-2.570669219"
"56344","1995","X600986",""
"56345","1996","X600986",""
"56346","1997","X600986",""
"56347","1998","X600986",""
"56348","1999","X600986",""
"56349","2000","X600986","#DIV/0!"
"56350","2001","X600986","#DIV/0!"
"56351","2002","X600986","#DIV/0!"
"56352","2003","X600986","#DIV/0!"
"56353","2004","X600986","#DIV/0!"
"56354","2005","X600986","#DIV/0!"
"56355","2006","X600986","-2.000569679"
"56356","2007","X600986","-2.180900975"
"56357","2008","X600986","-2.253325539"
"56358","2009","X600986","-2.133101664"
"56359","2010","X600986","-1.640538508"
"56360","2011","X600986","-2.037172507"
"56361","2012","X600986","-1.47288949"
"56362","2013","X600986","-1.463375617"
"56363","2014","X600986","-1.39705866"
"56364","2015","X600986","-1.86477202"
"56365","1995","X600987",""
"56366","1996","X600987",""
"56367","1997","X600987",""
"56368","1998","X600987",""
"56369","1999","X600987",""
"56370","2000","X600987","#DIV/0!"
"56371","2001","X600987","#DIV/0!"
"56372","2002","X600987","#DIV/0!"
"56373","2003","X600987","#DIV/0!"
"56374","2004","X600987","#DIV/0!"
"56375","2005","X600987","#DIV/0!"
"56376","2006","X600987","-3.150497621"
"56377","2007","X600987","-2.679208781"
"56378","2008","X600987","-2.825837376"
"56379","2009","X600987","-2.792950937"
"56380","2010","X600987","-3.023593945"
"56381","2011","X600987","-2.990854947"
"56382","2012","X600987","-2.898472202"
"56383","2013","X600987","-3.239773946"
"56384","2014","X600987","-3.263192256"
"56385","2015","X600987","-2.964770322"
"56386","1995","X600988",""
"56387","1996","X600988",""
"56388","1997","X600988",""
"56389","1998","X600988",""
"56390","1999","X600988",""
"56391","2000","X600988","#DIV/0!"
"56392","2001","X600988","#DIV/0!"
"56393","2002","X600988","#DIV/0!"
"56394","2003","X600988","#DIV/0!"
"56395","2004","X600988","#DIV/0!"
"56396","2005","X600988","#DIV/0!"
"56397","2006","X600988","-2.599475797"
"56398","2007","X600988","-2.930745857"
"56399","2008","X600988","-0.924803283"
"56400","2009","X600988","-1.015013338"
"56401","2010","X600988","-1.006162842"
"56402","2011","X600988","-1.015873884"
"56403","2012","X600988","-1.012433898"
"56404","2013","X600988","-1.616275692"
"56405","2014","X600988","-1.59564906"
"56406","2015","X600988","-1.785109429"
"56407","1995","X600990",""
"56408","1996","X600990",""
"56409","1997","X600990",""
"56410","1998","X600990",""
"56411","1999","X600990",""
"56412","2000","X600990","#DIV/0!"
"56413","2001","X600990","#DIV/0!"
"56414","2002","X600990","#DIV/0!"
"56415","2003","X600990","#DIV/0!"
"56416","2004","X600990","#DIV/0!"
"56417","2005","X600990","#DIV/0!"
"56418","2006","X600990","-2.062794418"
"56419","2007","X600990","-2.408210821"
"56420","2008","X600990","-2.549724777"
"56421","2009","X600990","-2.62765321"
"56422","2010","X600990","-2.536379506"
"56423","2011","X600990","-2.544033703"
"56424","2012","X600990","-2.37665223"
"56425","2013","X600990","-2.155876821"
"56426","2014","X600990","-2.16649389"
"56427","2015","X600990","-2.323677712"
"56428","1995","X600991",""
"56429","1996","X600991",""
"56430","1997","X600991",""
"56431","1998","X600991",""
"56432","1999","X600991",""
"56433","2000","X600991","#DIV/0!"
"56434","2001","X600991","#DIV/0!"
"56435","2002","X600991","#DIV/0!"
"56436","2003","X600991","#DIV/0!"
"56437","2004","X600991","#DIV/0!"
"56438","2005","X600991","#DIV/0!"
"56439","2006","X600991","-1.649357517"
"56440","2007","X600991","-1.976311083"
"56441","2008","X600991","-2.177415567"
"56442","2009","X600991","-2.320372105"
"56443","2010","X600991","-2.797811498"
"56444","2011","X600991","-3.581746412"
"56445","2012","X600991","-3.753271676"
"56446","2013","X600991","-3.867488881"
"56447","2014","X600991","-3.698281666"
"56448","2015","X600991","#DIV/0!"
"56449","1995","X600992",""
"56450","1996","X600992",""
"56451","1997","X600992",""
"56452","1998","X600992",""
"56453","1999","X600992",""
"56454","2000","X600992","#DIV/0!"
"56455","2001","X600992","#DIV/0!"
"56456","2002","X600992","#DIV/0!"
"56457","2003","X600992","#DIV/0!"
"56458","2004","X600992","#DIV/0!"
"56459","2005","X600992","#DIV/0!"
"56460","2006","X600992","-2.689039099"
"56461","2007","X600992","-2.884190883"
"56462","2008","X600992","-3.063672296"
"56463","2009","X600992","-3.075792209"
"56464","2010","X600992","-2.863875778"
"56465","2011","X600992","-2.916100462"
"56466","2012","X600992","-2.38851936"
"56467","2013","X600992","-2.200967455"
"56468","2014","X600992","-2.17344788"
"56469","2015","X600992","-2.629549257"
"56470","1995","X600993",""
"56471","1996","X600993",""
"56472","1997","X600993",""
"56473","1998","X600993",""
"56474","1999","X600993",""
"56475","2000","X600993","#DIV/0!"
"56476","2001","X600993","#DIV/0!"
"56477","2002","X600993","#DIV/0!"
"56478","2003","X600993","#DIV/0!"
"56479","2004","X600993","#DIV/0!"
"56480","2005","X600993","#DIV/0!"
"56481","2006","X600993","-3.882335798"
"56482","2007","X600993","-4.160212729"
"56483","2008","X600993","-2.504528056"
"56484","2009","X600993","-2.647622171"
"56485","2010","X600993","-2.261955244"
"56486","2011","X600993","-2.060475908"
"56487","2012","X600993","-2.075388557"
"56488","2013","X600993","-2.146499929"
"56489","2014","X600993","-2.141726563"
"56490","2015","X600993","-2.741431626"
"56491","1995","X600995",""
"56492","1996","X600995",""
"56493","1997","X600995",""
"56494","1998","X600995",""
"56495","1999","X600995",""
"56496","2000","X600995","#DIV/0!"
"56497","2001","X600995","#DIV/0!"
"56498","2002","X600995","#DIV/0!"
"56499","2003","X600995","#DIV/0!"
"56500","2004","X600995","#DIV/0!"
"56501","2005","X600995","#DIV/0!"
"56502","2006","X600995","-3.834110602"
"56503","2007","X600995","-4.079838278"
"56504","2008","X600995","-3.139105243"
"56505","2009","X600995","-3.140797071"
"56506","2010","X600995","-3.157704396"
"56507","2011","X600995","-3.163649227"
"56508","2012","X600995","-3.29637853"
"56509","2013","X600995","-3.397586438"
"56510","2014","X600995","-3.270676933"
"56511","2015","X600995","-3.403718421"
"56512","1995","X600997",""
"56513","1996","X600997",""
"56514","1997","X600997",""
"56515","1998","X600997",""
"56516","1999","X600997",""
"56517","2000","X600997","#DIV/0!"
"56518","2001","X600997","#DIV/0!"
"56519","2002","X600997","#DIV/0!"
"56520","2003","X600997","#DIV/0!"
"56521","2004","X600997","#DIV/0!"
"56522","2005","X600997","#DIV/0!"
"56523","2006","X600997","-2.887828451"
"56524","2007","X600997","-2.730957613"
"56525","2008","X600997","-2.825452736"
"56526","2009","X600997","-2.94516797"
"56527","2010","X600997","-2.605438728"
"56528","2011","X600997","-2.695068871"
"56529","2012","X600997","-2.740733168"
"56530","2013","X600997","-2.853741726"
"56531","2014","X600997","-3.354415484"
"56532","2015","X600997","-4.322560149"
"56533","1995","X600998",""
"56534","1996","X600998",""
"56535","1997","X600998",""
"56536","1998","X600998",""
"56537","1999","X600998",""
"56538","2000","X600998","#DIV/0!"
"56539","2001","X600998","#DIV/0!"
"56540","2002","X600998","#DIV/0!"
"56541","2003","X600998","#DIV/0!"
"56542","2004","X600998","#DIV/0!"
"56543","2005","X600998","#DIV/0!"
"56544","2006","X600998","#DIV/0!"
"56545","2007","X600998","#DIV/0!"
"56546","2008","X600998","#DIV/0!"
"56547","2009","X600998","#DIV/0!"
"56548","2010","X600998","#DIV/0!"
"56549","2011","X600998","#DIV/0!"
"56550","2012","X600998","-2.525527298"
"56551","2013","X600998","-2.702410279"
"56552","2014","X600998","-2.690055521"
"56553","2015","X600998","-2.783405105"
"56554","1995","X600999",""
"56555","1996","X600999",""
"56556","1997","X600999",""
"56557","1998","X600999",""
"56558","1999","X600999",""
"56559","2000","X600999","#DIV/0!"
"56560","2001","X600999","#DIV/0!"
"56561","2002","X600999","#DIV/0!"
"56562","2003","X600999","#DIV/0!"
"56563","2004","X600999","#DIV/0!"
"56564","2005","X600999","#DIV/0!"
"56565","2006","X600999","#DIV/0!"
"56566","2007","X600999","#DIV/0!"
"56567","2008","X600999","#DIV/0!"
"56568","2009","X600999","#DIV/0!"
"56569","2010","X600999","#DIV/0!"
"56570","2011","X600999","-0.694921735"
"56571","2012","X600999","-0.374165932"
"56572","2013","X600999","-0.57520847"
"56573","2014","X600999","-0.682676391"
"56574","2015","X600999","-1.13107309"
"56575","1995","X601000",""
"56576","1996","X601000",""
"56577","1997","X601000",""
"56578","1998","X601000",""
"56579","1999","X601000",""
"56580","2000","X601000","#DIV/0!"
"56581","2001","X601000","#DIV/0!"
"56582","2002","X601000","#DIV/0!"
"56583","2003","X601000","#DIV/0!"
"56584","2004","X601000","#DIV/0!"
"56585","2005","X601000","#DIV/0!"
"56586","2006","X601000","#DIV/0!"
"56587","2007","X601000","#DIV/0!"
"56588","2008","X601000","#DIV/0!"
"56589","2009","X601000","#DIV/0!"
"56590","2010","X601000","#DIV/0!"
"56591","2011","X601000","#DIV/0!"
"56592","2012","X601000","-2.692982009"
"56593","2013","X601000","-3.038531069"
"56594","2014","X601000","-3.193651259"
"56595","2015","X601000","-3.32157119"
"56596","1995","X601001",""
"56597","1996","X601001",""
"56598","1997","X601001",""
"56599","1998","X601001",""
"56600","1999","X601001",""
"56601","2000","X601001","#DIV/0!"
"56602","2001","X601001","#DIV/0!"
"56603","2002","X601001","#DIV/0!"
"56604","2003","X601001","#DIV/0!"
"56605","2004","X601001","#DIV/0!"
"56606","2005","X601001","#DIV/0!"
"56607","2006","X601001","#DIV/0!"
"56608","2007","X601001","#DIV/0!"
"56609","2008","X601001","-1.836475887"
"56610","2009","X601001","-1.800189139"
"56611","2010","X601001","-1.971764306"
"56612","2011","X601001","-2.115194292"
"56613","2012","X601001","-2.05619412"
"56614","2013","X601001","-1.843280014"
"56615","2014","X601001","-1.89072587"
"56616","2015","X601001","-2.025425357"
"56617","1995","X601002",""
"56618","1996","X601002",""
"56619","1997","X601002",""
"56620","1998","X601002",""
"56621","1999","X601002",""
"56622","2000","X601002","#DIV/0!"
"56623","2001","X601002","#DIV/0!"
"56624","2002","X601002","#DIV/0!"
"56625","2003","X601002","#DIV/0!"
"56626","2004","X601002","#DIV/0!"
"56627","2005","X601002","#DIV/0!"
"56628","2006","X601002","#DIV/0!"
"56629","2007","X601002","#DIV/0!"
"56630","2008","X601002","-2.186313868"
"56631","2009","X601002","-2.502384969"
"56632","2010","X601002","-2.65661241"
"56633","2011","X601002","-2.704872897"
"56634","2012","X601002","-2.647529138"
"56635","2013","X601002","-2.480353873"
"56636","2014","X601002","-2.517497095"
"56637","2015","X601002","-2.507246817"
"56638","1995","X601003",""
"56639","1996","X601003",""
"56640","1997","X601003",""
"56641","1998","X601003",""
"56642","1999","X601003",""
"56643","2000","X601003","#DIV/0!"
"56644","2001","X601003","#DIV/0!"
"56645","2002","X601003","#DIV/0!"
"56646","2003","X601003","#DIV/0!"
"56647","2004","X601003","#DIV/0!"
"56648","2005","X601003","#DIV/0!"
"56649","2006","X601003","#DIV/0!"
"56650","2007","X601003","#DIV/0!"
"56651","2008","X601003","-2.20973134"
"56652","2009","X601003","-2.556015633"
"56653","2010","X601003","-2.747272544"
"56654","2011","X601003","-2.826310038"
"56655","2012","X601003","-3.552219043"
"56656","2013","X601003","-2.730819212"
"56657","2014","X601003","-2.638776268"
"56658","2015","X601003","-2.433417497"
"56659","1995","X601005",""
"56660","1996","X601005",""
"56661","1997","X601005",""
"56662","1998","X601005",""
"56663","1999","X601005",""
"56664","2000","X601005","#DIV/0!"
"56665","2001","X601005","#DIV/0!"
"56666","2002","X601005","#DIV/0!"
"56667","2003","X601005","#DIV/0!"
"56668","2004","X601005","#DIV/0!"
"56669","2005","X601005","#DIV/0!"
"56670","2006","X601005","#DIV/0!"
"56671","2007","X601005","#DIV/0!"
"56672","2008","X601005","-3.297883525"
"56673","2009","X601005","-3.444903911"
"56674","2010","X601005","-2.723170393"
"56675","2011","X601005","-2.488117127"
"56676","2012","X601005","-2.714823976"
"56677","2013","X601005","-2.175521303"
"56678","2014","X601005","-2.175981742"
"56679","2015","X601005","-2.246469787"
"56680","1995","X601006",""
"56681","1996","X601006",""
"56682","1997","X601006",""
"56683","1998","X601006",""
"56684","1999","X601006",""
"56685","2000","X601006","#DIV/0!"
"56686","2001","X601006","#DIV/0!"
"56687","2002","X601006","#DIV/0!"
"56688","2003","X601006","#DIV/0!"
"56689","2004","X601006","#DIV/0!"
"56690","2005","X601006","#DIV/0!"
"56691","2006","X601006","#DIV/0!"
"56692","2007","X601006","#DIV/0!"
"56693","2008","X601006","-3.10696746"
"56694","2009","X601006","-3.339568744"
"56695","2010","X601006","-3.466490263"
"56696","2011","X601006","-3.537962883"
"56697","2012","X601006","-3.62588709"
"56698","2013","X601006","-3.933670376"
"56699","2014","X601006","-3.947871838"
"56700","2015","X601006","-3.948881339"
"56701","1995","X601007",""
"56702","1996","X601007",""
"56703","1997","X601007",""
"56704","1998","X601007",""
"56705","1999","X601007",""
"56706","2000","X601007","#DIV/0!"
"56707","2001","X601007","#DIV/0!"
"56708","2002","X601007","#DIV/0!"
"56709","2003","X601007","#DIV/0!"
"56710","2004","X601007","#DIV/0!"
"56711","2005","X601007","#DIV/0!"
"56712","2006","X601007","#DIV/0!"
"56713","2007","X601007","#DIV/0!"
"56714","2008","X601007","-3.282765707"
"56715","2009","X601007","-3.232778583"
"56716","2010","X601007","-3.22657293"
"56717","2011","X601007","-3.211786981"
"56718","2012","X601007","-3.905998654"
"56719","2013","X601007","-4.612733186"
"56720","2014","X601007","-4.161253351"
"56721","2015","X601007","-4.271847272"
"56722","1995","X601008",""
"56723","1996","X601008",""
"56724","1997","X601008",""
"56725","1998","X601008",""
"56726","1999","X601008",""
"56727","2000","X601008","#DIV/0!"
"56728","2001","X601008","#DIV/0!"
"56729","2002","X601008","#DIV/0!"
"56730","2003","X601008","#DIV/0!"
"56731","2004","X601008","#DIV/0!"
"56732","2005","X601008","#DIV/0!"
"56733","2006","X601008","#DIV/0!"
"56734","2007","X601008","#DIV/0!"
"56735","2008","X601008","#DIV/0!"
"56736","2009","X601008","-6.023503289"
"56737","2010","X601008","-4.415728938"
"56738","2011","X601008","-4.614361414"
"56739","2012","X601008","-4.692576363"
"56740","2013","X601008","-4.708437173"
"56741","2014","X601008","-4.220829137"
"56742","2015","X601008","-4.279470376"
"56743","1995","X601009",""
"56744","1996","X601009",""
"56745","1997","X601009",""
"56746","1998","X601009",""
"56747","1999","X601009",""
"56748","2000","X601009","#DIV/0!"
"56749","2001","X601009","#DIV/0!"
"56750","2002","X601009","#DIV/0!"
"56751","2003","X601009","#DIV/0!"
"56752","2004","X601009","#DIV/0!"
"56753","2005","X601009","#DIV/0!"
"56754","2006","X601009","#DIV/0!"
"56755","2007","X601009","#DIV/0!"
"56756","2008","X601009","#DIV/0!"
"56757","2009","X601009","-3.231038152"
"56758","2010","X601009","-3.337452557"
"56759","2011","X601009","-3.239835724"
"56760","2012","X601009","-3.351818366"
"56761","2013","X601009","-3.584228715"
"56762","2014","X601009","-3.022775219"
"56763","2015","X601009","-2.666713788"
"56764","1995","X601010",""
"56765","1996","X601010",""
"56766","1997","X601010",""
"56767","1998","X601010",""
"56768","1999","X601010",""
"56769","2000","X601010","#DIV/0!"
"56770","2001","X601010","#DIV/0!"
"56771","2002","X601010","#DIV/0!"
"56772","2003","X601010","#DIV/0!"
"56773","2004","X601010","#DIV/0!"
"56774","2005","X601010","#DIV/0!"
"56775","2006","X601010","#DIV/0!"
"56776","2007","X601010","#DIV/0!"
"56777","2008","X601010","#DIV/0!"
"56778","2009","X601010","#DIV/0!"
"56779","2010","X601010","#DIV/0!"
"56780","2011","X601010","#DIV/0!"
"56781","2012","X601010","#DIV/0!"
"56782","2013","X601010","-3.084830146"
"56783","2014","X601010","-2.962258792"
"56784","2015","X601010","-2.991523889"
"56785","1995","X601011",""
"56786","1996","X601011",""
"56787","1997","X601011",""
"56788","1998","X601011",""
"56789","1999","X601011",""
"56790","2000","X601011","#DIV/0!"
"56791","2001","X601011","#DIV/0!"
"56792","2002","X601011","#DIV/0!"
"56793","2003","X601011","#DIV/0!"
"56794","2004","X601011","#DIV/0!"
"56795","2005","X601011","#DIV/0!"
"56796","2006","X601011","#DIV/0!"
"56797","2007","X601011","#DIV/0!"
"56798","2008","X601011","#DIV/0!"
"56799","2009","X601011","#DIV/0!"
"56800","2010","X601011","#DIV/0!"
"56801","2011","X601011","#DIV/0!"
"56802","2012","X601011","#DIV/0!"
"56803","2013","X601011","-5.202947257"
"56804","2014","X601011","-4.033895993"
"56805","2015","X601011","-3.933292488"
"56806","1995","X601012",""
"56807","1996","X601012",""
"56808","1997","X601012",""
"56809","1998","X601012",""
"56810","1999","X601012",""
"56811","2000","X601012","#DIV/0!"
"56812","2001","X601012","#DIV/0!"
"56813","2002","X601012","#DIV/0!"
"56814","2003","X601012","#DIV/0!"
"56815","2004","X601012","#DIV/0!"
"56816","2005","X601012","#DIV/0!"
"56817","2006","X601012","#DIV/0!"
"56818","2007","X601012","#DIV/0!"
"56819","2008","X601012","#DIV/0!"
"56820","2009","X601012","#DIV/0!"
"56821","2010","X601012","#DIV/0!"
"56822","2011","X601012","#DIV/0!"
"56823","2012","X601012","#DIV/0!"
"56824","2013","X601012","#DIV/0!"
"56825","2014","X601012","-3.698608407"
"56826","2015","X601012","-3.090455529"
"56827","1995","X601015",""
"56828","1996","X601015",""
"56829","1997","X601015",""
"56830","1998","X601015",""
"56831","1999","X601015",""
"56832","2000","X601015","#DIV/0!"
"56833","2001","X601015","#DIV/0!"
"56834","2002","X601015","#DIV/0!"
"56835","2003","X601015","#DIV/0!"
"56836","2004","X601015","#DIV/0!"
"56837","2005","X601015","#DIV/0!"
"56838","2006","X601015","#DIV/0!"
"56839","2007","X601015","#DIV/0!"
"56840","2008","X601015","#DIV/0!"
"56841","2009","X601015","#DIV/0!"
"56842","2010","X601015","#DIV/0!"
"56843","2011","X601015","#DIV/0!"
"56844","2012","X601015","#DIV/0!"
"56845","2013","X601015","#DIV/0!"
"56846","2014","X601015","#DIV/0!"
"56847","2015","X601015","#DIV/0!"
"56848","1995","X601016",""
"56849","1996","X601016",""
"56850","1997","X601016",""
"56851","1998","X601016",""
"56852","1999","X601016",""
"56853","2000","X601016","#DIV/0!"
"56854","2001","X601016","#DIV/0!"
"56855","2002","X601016","#DIV/0!"
"56856","2003","X601016","#DIV/0!"
"56857","2004","X601016","#DIV/0!"
"56858","2005","X601016","#DIV/0!"
"56859","2006","X601016","#DIV/0!"
"56860","2007","X601016","#DIV/0!"
"56861","2008","X601016","#DIV/0!"
"56862","2009","X601016","#DIV/0!"
"56863","2010","X601016","#DIV/0!"
"56864","2011","X601016","#DIV/0!"
"56865","2012","X601016","#DIV/0!"
"56866","2013","X601016","#DIV/0!"
"56867","2014","X601016","#DIV/0!"
"56868","2015","X601016","#DIV/0!"
"56869","1995","X601018",""
"56870","1996","X601018",""
"56871","1997","X601018",""
"56872","1998","X601018",""
"56873","1999","X601018",""
"56874","2000","X601018","#DIV/0!"
"56875","2001","X601018","#DIV/0!"
"56876","2002","X601018","#DIV/0!"
"56877","2003","X601018","#DIV/0!"
"56878","2004","X601018","#DIV/0!"
"56879","2005","X601018","#DIV/0!"
"56880","2006","X601018","#DIV/0!"
"56881","2007","X601018","#DIV/0!"
"56882","2008","X601018","#DIV/0!"
"56883","2009","X601018","#DIV/0!"
"56884","2010","X601018","#DIV/0!"
"56885","2011","X601018","#DIV/0!"
"56886","2012","X601018","-3.561449426"
"56887","2013","X601018","-3.528847061"
"56888","2014","X601018","-3.504673456"
"56889","2015","X601018","-3.643378114"
"56890","1995","X601021",""
"56891","1996","X601021",""
"56892","1997","X601021",""
"56893","1998","X601021",""
"56894","1999","X601021",""
"56895","2000","X601021","#DIV/0!"
"56896","2001","X601021","#DIV/0!"
"56897","2002","X601021","#DIV/0!"
"56898","2003","X601021","#DIV/0!"
"56899","2004","X601021","#DIV/0!"
"56900","2005","X601021","#DIV/0!"
"56901","2006","X601021","#DIV/0!"
"56902","2007","X601021","#DIV/0!"
"56903","2008","X601021","#DIV/0!"
"56904","2009","X601021","#DIV/0!"
"56905","2010","X601021","#DIV/0!"
"56906","2011","X601021","#DIV/0!"
"56907","2012","X601021","#DIV/0!"
"56908","2013","X601021","#DIV/0!"
"56909","2014","X601021","#DIV/0!"
"56910","2015","X601021","#DIV/0!"
"56911","1995","X601028",""
"56912","1996","X601028",""
"56913","1997","X601028",""
"56914","1998","X601028",""
"56915","1999","X601028",""
"56916","2000","X601028","#DIV/0!"
"56917","2001","X601028","#DIV/0!"
"56918","2002","X601028","#DIV/0!"
"56919","2003","X601028","#DIV/0!"
"56920","2004","X601028","#DIV/0!"
"56921","2005","X601028","#DIV/0!"
"56922","2006","X601028","#DIV/0!"
"56923","2007","X601028","#DIV/0!"
"56924","2008","X601028","#DIV/0!"
"56925","2009","X601028","#DIV/0!"
"56926","2010","X601028","#DIV/0!"
"56927","2011","X601028","#DIV/0!"
"56928","2012","X601028","#DIV/0!"
"56929","2013","X601028","-1.884258887"
"56930","2014","X601028","-2.009083174"
"56931","2015","X601028","-2.16803405"
"56932","1995","X601038",""
"56933","1996","X601038",""
"56934","1997","X601038",""
"56935","1998","X601038",""
"56936","1999","X601038",""
"56937","2000","X601038","#DIV/0!"
"56938","2001","X601038","#DIV/0!"
"56939","2002","X601038","#DIV/0!"
"56940","2003","X601038","#DIV/0!"
"56941","2004","X601038","#DIV/0!"
"56942","2005","X601038","#DIV/0!"
"56943","2006","X601038","#DIV/0!"
"56944","2007","X601038","#DIV/0!"
"56945","2008","X601038","#DIV/0!"
"56946","2009","X601038","#DIV/0!"
"56947","2010","X601038","#DIV/0!"
"56948","2011","X601038","#DIV/0!"
"56949","2012","X601038","#DIV/0!"
"56950","2013","X601038","#DIV/0!"
"56951","2014","X601038","-2.913799089"
"56952","2015","X601038","-3.226230657"
"56953","1995","X601058",""
"56954","1996","X601058",""
"56955","1997","X601058",""
"56956","1998","X601058",""
"56957","1999","X601058",""
"56958","2000","X601058","#DIV/0!"
"56959","2001","X601058","#DIV/0!"
"56960","2002","X601058","#DIV/0!"
"56961","2003","X601058","#DIV/0!"
"56962","2004","X601058","#DIV/0!"
"56963","2005","X601058","#DIV/0!"
"56964","2006","X601058","#DIV/0!"
"56965","2007","X601058","#DIV/0!"
"56966","2008","X601058","#DIV/0!"
"56967","2009","X601058","#DIV/0!"
"56968","2010","X601058","#DIV/0!"
"56969","2011","X601058","#DIV/0!"
"56970","2012","X601058","#DIV/0!"
"56971","2013","X601058","-2.247885654"
"56972","2014","X601058","-2.592055729"
"56973","2015","X601058","-2.565826172"
"56974","1995","X601069",""
"56975","1996","X601069",""
"56976","1997","X601069",""
"56977","1998","X601069",""
"56978","1999","X601069",""
"56979","2000","X601069","#DIV/0!"
"56980","2001","X601069","#DIV/0!"
"56981","2002","X601069","#DIV/0!"
"56982","2003","X601069","#DIV/0!"
"56983","2004","X601069","#DIV/0!"
"56984","2005","X601069","#DIV/0!"
"56985","2006","X601069","#DIV/0!"
"56986","2007","X601069","#DIV/0!"
"56987","2008","X601069","#DIV/0!"
"56988","2009","X601069","#DIV/0!"
"56989","2010","X601069","#DIV/0!"
"56990","2011","X601069","#DIV/0!"
"56991","2012","X601069","#DIV/0!"
"56992","2013","X601069","#DIV/0!"
"56993","2014","X601069","#DIV/0!"
"56994","2015","X601069","#DIV/0!"
"56995","1995","X601088",""
"56996","1996","X601088",""
"56997","1997","X601088",""
"56998","1998","X601088",""
"56999","1999","X601088",""
"57000","2000","X601088","#DIV/0!"
"57001","2001","X601088","#DIV/0!"
"57002","2002","X601088","#DIV/0!"
"57003","2003","X601088","#DIV/0!"
"57004","2004","X601088","#DIV/0!"
"57005","2005","X601088","#DIV/0!"
"57006","2006","X601088","#DIV/0!"
"57007","2007","X601088","#DIV/0!"
"57008","2008","X601088","#DIV/0!"
"57009","2009","X601088","-3.551844264"
"57010","2010","X601088","-3.289352915"
"57011","2011","X601088","-3.413077733"
"57012","2012","X601088","-3.527475012"
"57013","2013","X601088","-3.870881982"
"57014","2014","X601088","-3.027049305"
"57015","2015","X601088","-3.026999632"
"57016","1995","X601098",""
"57017","1996","X601098",""
"57018","1997","X601098",""
"57019","1998","X601098",""
"57020","1999","X601098",""
"57021","2000","X601098","#DIV/0!"
"57022","2001","X601098","#DIV/0!"
"57023","2002","X601098","#DIV/0!"
"57024","2003","X601098","#DIV/0!"
"57025","2004","X601098","#DIV/0!"
"57026","2005","X601098","#DIV/0!"
"57027","2006","X601098","#DIV/0!"
"57028","2007","X601098","#DIV/0!"
"57029","2008","X601098","#DIV/0!"
"57030","2009","X601098","#DIV/0!"
"57031","2010","X601098","#DIV/0!"
"57032","2011","X601098","#DIV/0!"
"57033","2012","X601098","-3.511987444"
"57034","2013","X601098","-3.837425137"
"57035","2014","X601098","-3.885953439"
"57036","2015","X601098","-3.202477852"
"57037","1995","X601099",""
"57038","1996","X601099",""
"57039","1997","X601099",""
"57040","1998","X601099",""
"57041","1999","X601099",""
"57042","2000","X601099","#DIV/0!"
"57043","2001","X601099","#DIV/0!"
